# Powder_Size,Laser_Spot,Laser_Power,Scanning_Speed,Hatch_Distance,Layer_Thickness,Sample_Area,Sample_Length,Yield_Strength
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,7.811998360367803373e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-1.166678962219038551e+00
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,2.321666179380514894e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-1.629460541445650890e-01
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-9.098845147847498538e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,3.901631944981889255e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-6.265776462676526659e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-6.358979590180700858e-02
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,1.344310828958553694e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.008206060732666165e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-2.825123225777081970e-02,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.925541722025928104e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-5.026932278248625874e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-6.972793169776633215e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.578134239173816233e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-8.928625024949029543e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,2.962832654499139018e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.415406002965805987e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-6.645778083591813434e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-6.503393524535259207e-01
3.230183867443896517e+00,-7.216960774322259686e-01,-2.220656041070637188e-01,-9.081331427285392888e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,5.841817145312903081e-01
4.564227457625489315e+00,1.392009262620085508e+00,-6.740884824626478533e-01,-1.189688639189425912e+00,-1.350701156048239371e+00,-4.278584746001214967e-01,-5.345397048322876321e-01,-1.663235439225245305e+00,1.574458499442179082e+00
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,7.811998360367803373e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,9.847360784705972980e-01
3.230183867443896517e+00,-7.216960774322259686e-01,2.299572742485204713e-01,2.180888431150071749e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,1.457265054680249028e+00
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,5.137221143989381122e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-1.942393638273234302e-01
3.230183867443896517e+00,-7.216960774322259686e-01,-6.740884824626478533e-01,2.180888431150071749e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,2.841211675400235670e+00
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-8.459225379707654424e-01
-5.318190568681936403e-01,-1.778548747458381651e+00,-9.000999216404399483e-01,2.180888431150071749e-01,4.125654090057186973e-01,-1.364661505680226483e+00,-3.273791325329101359e-02,1.123520228112517394e+00,4.449264864430160227e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.949011704287996860e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-5.702665469754752969e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-2.259676036163580815e+00
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,7.811998360367803373e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.375902449505076675e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,4.996443395758937700e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.698665226825930130e+00
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,1.344310828958553694e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.422842414029214186e+00
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,-9.081331427285392888e-01,-9.098845147847498538e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,9.769127510499078237e-01
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,2.180888431150071749e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,8.047995477947369469e-01
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-6.124998714446082682e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,2.837659415768112869e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.126111360818232043e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,6.158344282922634944e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.035706785147115117e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-8.826503956979914883e-03
-2.116485952246112134e-01,-1.712763074812210032e-02,-8.729785489391048703e-01,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-8.068059008673175159e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,4.292798316016368521e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-3.450221498067660431e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.261764152673236772e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-6.772576356306122536e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,1.867566815602597075e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-9.098845147847498538e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.683018571984550960e+00
8.289054051170304804e-01,1.392009262620085508e+00,-1.306920512160465675e+00,-1.471244135650312534e+00,-1.350701156048239371e+00,-1.155907975734198068e-01,-1.761098537044329115e-01,-3.965283177080803911e-01,5.779230525947389729e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-9.925997916668052312e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.829862427670894354e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.487729663502699307e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.418230701087028478e-01
-2.650103388318756914e-01,1.392009262620085508e+00,5.011710012618709742e-01,7.811998360367803373e-01,-1.791517797311728888e+00,5.089445564799836008e-01,-7.495976155090005033e-01,-1.916576863528678176e+00,3.666932122361201696e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.397325087831582602e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,1.945800089809492928e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-4.860494766190445737e-01
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,2.180888431150071749e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.735775510856797599e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-2.825123225777081970e-02,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,1.241700621947430250e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.315960969727577368e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-4.860494766190445737e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.216515936489348970e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,4.996897783878431198e-01
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-3.309443749837217008e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,1.828450178499149148e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,2.180888431150071749e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-7.520426089224904187e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-9.488310558456534982e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-1.471244135650312534e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,1.241700621947430250e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-6.346665334587943408e-02,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-6.503393524535259207e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.397325087831582602e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-7.520426089224904187e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-6.921693975968712387e-01,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.847308447819032251e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-9.098845147847498538e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,2.336966460843972193e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.071868615415561887e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.197972271901796892e+00
2.552666613389460992e-01,-3.694118540901740189e-01,-1.316610284359468752e-01,2.180888431150071749e-01,-2.486595528895155782e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-1.612567154364558775e+00,9.262175893638391333e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.153232733519567121e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-3.608762378880112087e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-7.192907702982063167e-01,2.180888431150071749e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,5.407498485512765019e-01,2.136885925326249325e+00,3.353999025533618283e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,7.811998360367803373e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-2.301061438219028421e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-1.752799632111199157e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.105297604259445204e-01
3.230183867443896517e+00,-7.216960774322259686e-01,-2.220656041070637188e-01,-3.450221498067660431e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,1.067663349129906347e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,4.125654090057186973e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-2.817401047984541052e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-1.026386451242111697e+00,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.574697249500820184e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-1.200950859047861252e+00,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-3.452295830466320381e-01
